Y,ILE,EPPD,EAI,FACEI,EPSP,UFSC,WPIC,WEP_Tax,UW_RNR,EWIC,ECK,ESA,ESK,APIC,EPK,AUGP,REnth,WWGD,SEP,TFC
1,4,3,6,2,4,3,0,3,3,1,3,1,3,2,2,1,4,1,3,18
1,4,3,6,4,4,1,1,2,3,0,2,1,2,1,1,3,3,1,2,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
1,10,5,6,3,4,5,1,5,1,1,1,1,3,3,1,2,1,1,3,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
0,6,5,6,5,4,7,0,5,1,0,3,1,3,1,1,1,4,1,1,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
1,9,5,4,2,4,5,0,1,5,0,4,1,5,1,1,1,4,1,5,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
0,6,3,6,4,4,4,1,3,3,0,4,1,2,2,1,2,3,1,2,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19
1,2,2,6,5,4,7,0,5,0,0,0,1,1,1,1,0,1,1,0,19
1,10,3,6,5,4,7,0,2,4,0,4,1,3,1,1,2,4,1,4,18
1,6,2,5,4,4,4,0,2,5,1,3,1,2,4,1,2,3,1,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14
1,10,5,6,5,4,5,0,2,2,1,3,1,4,1,3,1,4,1,4,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
1,8,2,6,3,4,3,0,2,5,1,4,1,2,2,1,1,2,1,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,5,5,5,4,5,4,1,1,5,1,2,1,2,5,1,3,3,1,1,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
1,10,2,6,3,4,7,1,2,3,0,1,1,1,1,1,1,2,1,3,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30
1,10,5,6,5,4,5,1,2,4,1,3,1,3,3,2,1,4,1,5,18
0,2,2,6,3,4,3,1,2,4,0,4,1,1,0,1,1,1,1,4,25
1,4,3,6,5,4,5,1,3,4,1,2,1,2,1,1,1,1,1,3,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,2,3,6,2,4,3,0,0,3,1,3,1,2,3,1,2,3,1,2,14
1,10,5,6,4,4,4,0,2,5,1,2,1,2,1,1,1,4,1,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25
0,6,3,6,3,4,2,1,5,3,1,1,1,1,2,1,3,2,1,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
0,4,2,6,3,4,3,1,4,3,1,2,1,2,3,1,3,1,1,3,14
0,6,4,6,4,4,4,0,3,3,0,1,1,4,1,1,1,3,1,3,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,10,3,6,5,4,4,0,2,2,0,4,1,4,1,2,1,2,1,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
1,6,2,6,5,4,7,0,0,0,0,1,0,0,1,1,0,1,1,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
1,8,4,6,5,4,4,0,2,4,0,2,1,2,1,1,1,3,1,4,23
1,8,5,6,3,4,3,1,2,4,1,2,1,2,2,2,0,2,1,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
1,4,2,6,3,4,5,0,2,4,0,2,1,2,1,1,3,1,1,2,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
1,4,3,6,3,4,2,1,4,3,0,2,1,2,3,1,2,2,1,4,18
1,6,3,6,4,4,3,1,3,4,1,2,1,2,5,1,3,2,1,4,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
1,6,3,6,4,4,1,1,2,4,1,3,1,3,3,2,1,3,1,2,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
1,7,3,4,2,5,2,1,2,1,1,2,1,3,4,2,0,2,1,4,20
1,10,3,5,3,4,2,1,2,3,1,2,1,2,2,2,2,2,1,4,19
1,10,4,6,3,4,4,1,1,4,1,4,1,3,4,1,1,3,1,2,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
1,4,3,6,4,4,3,1,2,2,0,4,1,4,2,2,1,2,1,4,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
1,2,4,6,4,4,3,1,2,2,1,3,1,2,1,1,1,4,1,3,18
1,6,2,6,3,4,5,0,1,1,0,2,1,2,1,1,3,1,1,2,20
1,6,2,6,3,4,5,1,2,2,1,2,1,2,1,1,2,1,1,2,25
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
0,4,2,6,3,4,2,1,5,3,0,2,1,2,3,1,3,1,1,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23
0,2,5,6,3,4,4,1,2,2,1,3,1,3,4,2,3,1,1,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
1,4,3,6,4,4,2,0,3,3,1,3,1,1,2,1,1,2,1,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
1,4,3,6,4,4,3,1,4,4,1,2,1,3,2,1,1,2,1,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
0,7,2,6,4,4,1,1,4,5,1,3,1,1,2,1,2,1,1,3,19
1,10,5,6,2,4,5,1,2,4,0,2,1,1,3,2,2,3,1,4,13
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
1,8,4,6,3,4,5,0,2,2,1,1,1,1,1,1,3,3,1,4,17
1,9,5,6,3,4,7,0,5,1,0,2,1,1,1,1,2,4,1,5,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
1,10,2,6,3,4,7,0,5,1,0,1,1,2,2,1,1,1,1,4,12
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18
1,6,4,6,5,4,4,0,2,4,0,3,1,3,1,1,2,2,1,4,17
1,10,3,6,4,4,3,1,4,4,1,3,1,3,3,1,1,4,1,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
1,6,4,6,3,4,7,1,2,4,0,3,1,3,2,1,1,4,1,3,18
1,10,5,5,2,5,4,1,3,4,1,3,1,4,2,2,1,4,1,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,5,2,6,3,4,7,1,4,0,1,3,1,2,2,1,1,2,1,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
1,9,5,6,3,4,4,0,4,4,0,4,1,2,1,1,1,4,1,4,13
1,10,4,6,3,4,2,0,2,4,0,2,1,2,1,2,3,2,1,4,16
1,9,4,6,2,4,7,1,1,3,1,4,1,2,2,1,0,2,0,2,17
1,2,4,6,4,4,3,1,3,3,1,2,1,0,4,1,1,1,1,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25
0,4,4,6,5,4,3,1,3,2,0,1,1,1,3,1,1,4,1,3,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25
1,6,2,5,3,4,7,0,2,5,1,2,1,2,1,1,2,3,1,4,18
1,6,2,6,2,4,5,1,3,2,1,2,1,1,2,1,1,2,1,4,15
0,2,2,6,3,4,3,1,2,0,1,2,1,2,3,1,1,4,1,4,16
1,9,5,6,3,4,5,1,4,1,1,2,1,4,1,1,1,4,1,5,27
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
0,8,2,6,5,4,7,0,2,2,0,0,1,0,1,1,3,4,1,2,26
0,9,4,6,5,4,7,0,5,4,0,4,1,2,4,1,0,4,1,2,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24
1,9,2,6,3,4,5,1,1,2,1,2,1,2,1,2,1,4,1,1,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
1,8,2,6,3,4,3,0,2,2,0,1,1,1,1,1,3,1,1,3,16
0,6,2,6,3,4,5,0,5,4,0,4,1,2,1,1,1,1,1,4,17
1,10,2,6,3,4,2,1,4,0,1,2,1,2,4,1,0,3,1,3,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
1,8,4,6,5,4,5,0,2,2,0,3,1,1,1,1,2,3,1,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22
1,2,5,5,5,4,4,1,4,5,1,2,1,1,2,1,1,2,1,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
1,2,2,6,3,4,7,1,2,0,0,4,1,4,2,1,3,4,1,3,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,10,2,6,3,4,1,1,2,0,1,2,1,2,5,1,3,1,1,2,21
1,9,5,6,3,4,5,1,4,2,0,2,1,2,3,1,1,4,1,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
0,3,2,6,4,4,4,0,2,4,0,3,1,3,2,1,3,1,1,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
1,8,4,6,5,5,3,1,2,2,1,2,1,2,3,1,1,3,1,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
0,2,2,6,3,4,5,1,2,4,0,4,1,2,3,1,2,1,1,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
1,6,2,6,3,4,4,1,2,3,1,1,1,1,2,1,1,1,1,4,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
0,6,2,6,2,4,3,1,5,0,0,4,1,3,5,1,0,0,1,3,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
1,5,4,6,4,4,2,1,2,4,0,3,1,4,2,1,3,4,1,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
0,2,3,6,3,4,2,1,2,1,1,2,1,2,3,1,3,2,1,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,6,2,6,5,4,4,0,4,4,0,1,1,1,1,1,0,0,1,3,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
1,9,5,6,3,4,3,1,3,3,1,3,1,3,2,2,1,4,1,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
1,6,3,6,3,4,4,0,2,4,1,2,1,2,1,2,2,1,1,4,27
1,8,2,6,3,4,4,0,3,4,1,1,1,1,2,1,2,0,1,4,23
1,8,2,6,3,4,5,0,1,2,1,4,1,2,2,1,1,4,1,5,26
0,4,3,4,3,5,3,1,0,0,0,2,1,2,4,1,0,2,1,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14
1,6,3,6,2,4,5,1,2,2,0,2,1,1,3,1,2,4,1,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
1,3,4,6,3,4,4,1,4,2,0,4,1,2,2,1,2,3,1,4,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
1,10,5,5,5,4,5,1,2,1,0,1,1,1,2,1,1,4,1,5,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20
1,7,2,6,3,4,3,1,0,2,1,2,1,1,1,1,3,3,1,4,16
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
1,10,3,6,2,4,3,0,2,3,1,2,1,1,1,1,1,4,1,3,20
1,6,2,6,3,4,5,1,5,5,0,2,1,2,2,1,3,4,1,3,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
1,6,4,6,3,4,2,1,2,2,1,2,1,2,2,1,2,3,1,4,17
1,2,4,4,3,4,3,0,2,5,1,3,1,3,3,2,3,4,1,3,17
1,9,2,6,5,4,4,0,1,5,0,3,1,4,1,1,3,4,1,4,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
1,6,2,6,3,4,5,0,4,4,1,1,1,1,1,1,3,2,1,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
1,7,2,6,5,4,7,0,2,5,0,2,1,2,1,1,1,3,1,4,18
1,9,5,6,3,4,5,0,2,3,0,2,1,3,1,1,3,2,1,4,24
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
1,9,3,5,3,4,7,1,4,5,1,3,1,3,2,2,0,2,1,3,13
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
1,4,3,6,3,4,1,1,5,2,1,3,1,2,3,1,1,4,1,3,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20
1,6,2,6,3,4,5,0,2,2,0,2,1,2,1,1,2,0,1,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17
1,4,2,6,3,4,3,1,3,3,0,2,1,2,3,1,1,2,1,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
1,8,3,5,3,4,5,0,2,4,1,1,1,2,2,1,3,3,1,5,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14
1,6,3,6,5,4,4,0,1,5,0,1,1,1,1,1,2,4,1,4,22
1,5,4,6,2,4,2,0,2,4,0,4,1,4,1,1,1,4,1,4,19
1,4,3,5,3,4,5,0,2,3,0,4,1,2,2,1,1,1,1,2,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
1,6,2,6,3,4,5,1,0,0,0,2,1,2,2,1,2,1,1,4,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
1,8,3,5,3,4,3,1,4,3,1,4,1,4,4,2,2,2,1,1,22
1,8,2,6,3,4,7,0,4,4,1,4,1,1,2,1,1,1,1,5,20
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13
1,9,5,6,3,4,3,0,4,4,1,1,1,1,1,2,3,4,1,4,15
